dates,values
11-02-23 11:51:35,0.4480104943116506
11-02-23 11:51:36,0.3864150444666545
11-02-23 11:51:36,0.3699657718340556
11-02-23 11:51:36,0.3741023706065284
11-02-23 11:51:36,0.4058681262864007
11-02-23 11:51:37,0.45781241522894967
11-02-23 11:51:37,0.5526014632648892
11-02-23 11:51:37,0.5715841915872362
11-02-23 11:51:37,0.513101425435808
11-02-23 11:51:38,0.4233996205859714
11-02-23 11:51:38,0.3754755159219106
11-02-23 11:51:38,0.34405963950686985
11-02-23 11:51:38,0.35085553261968827
11-02-23 11:51:39,0.34869662920633954
11-02-23 11:51:39,0.45378169748518205
11-02-23 11:51:39,0.5326959093411764
11-02-23 11:51:39,0.577907939751943
11-02-23 11:51:40,0.5509612361590067
11-02-23 11:51:40,0.4503907759984334
11-02-23 11:51:40,0.37547961208555436
11-02-23 11:51:40,0.35279230607880485
11-02-23 11:51:41,0.3552282883061303
11-02-23 11:51:41,0.3685260448190901
11-02-23 11:51:41,0.3749019040001763
11-02-23 11:51:41,0.3917216824160682
11-02-23 11:51:42,0.41956350869602627
11-02-23 11:51:42,0.3987967868645986
11-02-23 11:51:42,0.44415394796265495
11-02-23 11:51:42,0.5226067503293356
11-02-23 11:51:43,0.5543579724099901
11-02-23 11:51:43,0.5171882576412625
11-02-23 11:51:43,0.4299014409383138
11-02-23 11:51:43,0.40753471189075047
11-02-23 11:51:44,0.3856048219733768
11-02-23 11:51:44,0.39195094505945843
11-02-23 11:51:44,0.4507700403531392
11-02-23 11:51:44,0.5060416989856296
11-02-23 11:51:45,0.5490623844994439
11-02-23 11:51:45,0.5220296515358819
11-02-23 11:51:45,0.43063179320759243
11-02-23 11:51:45,0.4003997776243422
11-02-23 11:51:46,0.3820715778403812
11-02-23 11:51:46,0.4040382769372728
11-02-23 11:51:46,0.46041597922643024
11-02-23 11:51:46,0.5380537907282511
11-02-23 11:51:47,0.5273719827334086
11-02-23 11:51:47,0.4362604750527276
11-02-23 11:51:47,0.39736148052745396
11-02-23 11:51:47,0.37352169222301906
11-02-23 11:51:48,0.3760945234033797
11-02-23 11:51:48,0.38462275597784257
11-02-23 11:51:48,0.4596306218041314
11-02-23 11:51:48,0.5210217105017768
11-02-23 11:51:49,0.5138134956359863
11-02-23 11:51:49,0.4261767499976688
11-02-23 11:51:49,0.36864450573921204
11-02-23 11:51:49,0.352240565750334
11-02-23 11:51:50,0.34944480326440597
11-02-23 11:51:50,0.3823998537328508
11-02-23 11:51:50,0.41661842001809013
11-02-23 11:51:50,0.4895640148056878
11-02-23 11:51:51,0.5569416814380221
11-02-23 11:51:51,0.6111850341161092
11-02-23 11:51:51,0.6324293547206454
11-02-23 11:51:51,0.6400653719902039
11-02-23 11:51:52,0.5768357780244615
11-02-23 11:51:52,0.4891182714038425
11-02-23 11:51:52,0.41287828485171
11-02-23 11:51:52,0.3842911389138963
11-02-23 11:51:53,0.3661675883664025
11-02-23 11:51:53,0.3738810221354167
11-02-23 11:51:53,0.3782980740070343
11-02-23 11:51:53,0.41854291160901386
11-02-23 11:51:54,0.4810246361626519
11-02-23 11:51:54,0.5491572817166647
11-02-23 11:51:54,0.5851321617762247
11-02-23 11:51:54,0.5933551258511014
11-02-23 11:51:55,0.5673129757245382
11-02-23 11:51:55,0.4823202093442281
11-02-23 11:51:55,0.4057927595244514
11-02-23 11:51:55,0.3934367265966203
11-02-23 11:51:56,0.3746392097738054
11-02-23 11:51:56,0.3708275192313724
11-02-23 11:51:56,0.3689314391877916
11-02-23 11:51:56,0.3671652873357137
11-02-23 11:51:57,0.38746656643019783
11-02-23 11:51:57,0.45620281166500515
11-02-23 11:51:57,0.5094611247380575
11-02-23 11:51:57,0.5716452134980096
11-02-23 11:51:58,0.5944870445463393
11-02-23 11:51:58,0.5960945420795016
11-02-23 11:51:58,0.5645773675706651
11-02-23 11:51:58,0.4801735149489509
11-02-23 11:51:59,0.4091966880692376
11-02-23 11:51:59,0.4327339662445916
11-02-23 11:51:59,0.38885658317142063
11-02-23 11:51:59,0.3807757364379035
11-02-23 11:52:00,0.37238068381945294
11-02-23 11:52:00,0.36829331186082626
11-02-23 11:52:00,0.39811638328764176
11-02-23 11:52:00,0.4482170542081197
11-02-23 11:52:00,0.5068191753493415
11-02-23 11:52:01,0.5735552973217435
11-02-23 11:52:01,0.6038258804215325
11-02-23 11:52:01,0.6119084027078416
11-02-23 11:52:02,0.6127663850784302
11-02-23 11:52:02,0.5545602838198344
11-02-23 11:52:02,0.4456692569785648
11-02-23 11:52:02,0.4111056824525197
11-02-23 11:52:03,0.39139875107341343
11-02-23 11:52:03,0.38513317373063827
11-02-23 11:52:03,0.38791223367055255
11-02-23 11:52:03,0.3957260813977983
11-02-23 11:52:04,0.4360531171162923
11-02-23 11:52:04,0.4844539099269443
11-02-23 11:52:04,0.5119660099347433
11-02-23 11:52:04,0.5595551000701057
11-02-23 11:52:04,0.5963564183976915
11-02-23 11:52:05,0.5960011813375685
11-02-23 11:52:05,0.5497451689508226
11-02-23 11:52:05,0.49552873770395917
11-02-23 11:52:05,0.43740758630964494
11-02-23 11:52:06,0.39532483948601616
11-02-23 11:52:06,0.38342825571695965
11-02-23 11:52:06,0.35798267854584587
11-02-23 11:52:06,0.351500262816747
11-02-23 11:52:07,0.35160505440500045
11-02-23 11:52:07,0.36062102847629124
11-02-23 11:52:07,0.37613202797042
11-02-23 11:52:07,0.38255341516600716
11-02-23 11:52:08,0.4115695125526852
11-02-23 11:52:08,0.446982913547092
11-02-23 11:52:08,0.5021482507387797
11-02-23 11:52:08,0.5596566862530179
11-02-23 11:52:09,0.6005526781082153
11-02-23 11:52:09,0.6325987974802653
11-02-23 11:52:09,0.6329058474964566
11-02-23 11:52:09,0.6441428396436903
11-02-23 11:52:10,0.6437431905004714
11-02-23 11:52:10,0.5786819458007812
11-02-23 11:52:10,0.5150766902499728
11-02-23 11:52:10,0.4189419680171543
11-02-23 11:52:11,0.3880474302503798
11-02-23 11:52:11,0.3711397283607059
11-02-23 11:52:11,0.36973817149798077
11-02-23 11:52:11,0.3664698865678575
11-02-23 11:52:12,0.36589333083894515
11-02-23 11:52:12,0.36546682980325484
11-02-23 11:52:12,0.36585984958542717
11-02-23 11:52:12,0.385790874560674
11-02-23 11:52:13,0.4271446300877465
11-02-23 11:52:13,0.5031353963745965
11-02-23 11:52:13,0.5640183952119615
11-02-23 11:52:13,0.614862773153517
11-02-23 11:52:14,0.6318570309215121
11-02-23 11:52:14,0.6351771420902677
11-02-23 11:52:14,0.6345529754956564
11-02-23 11:52:14,0.5614277521769205
11-02-23 11:52:14,0.47992416885164046
11-02-23 11:52:15,0.43493954009479946
11-02-23 11:52:15,0.3853536943594615
11-02-23 11:52:15,0.3682679699526893
11-02-23 11:52:15,0.36895901958147687
11-02-23 11:52:16,0.3643313017156389
11-02-23 11:52:16,0.38523736264970565
11-02-23 11:52:16,0.4026957054932912
11-02-23 11:52:16,0.44212422106001115
11-02-23 11:52:17,0.5251663260989718
11-02-23 11:52:17,0.5607811941040887
11-02-23 11:52:17,0.5267461935679117
11-02-23 11:52:18,0.4491388301054637
11-02-23 11:52:18,0.4008054733276367
11-02-23 11:52:18,0.3940393196211921
11-02-23 11:52:18,0.3801115353902181
11-02-23 11:52:19,0.37536124057239956
11-02-23 11:52:19,0.37175483836068046
11-02-23 11:52:19,0.3708147274123298
11-02-23 11:52:19,0.3761926194032033
11-02-23 11:52:19,0.3856463068061405
11-02-23 11:52:20,0.4157765375243293
